Source,Target,Weight
Shounen,Holy Angel's Carol,1.0
Shounen,Kokoro wa Hallelujah,1.0
Shounen,Mou Ichido Luminous,1.0
Shounen,Vocaloid Culture,1.0
Shounen,Shin Kokyuu,1.0
Shounen,Aa Okashii ne,1.0
Shounen,Kimi no Kimochi,1.0
Shounen,Otogi,1.0
Gundam Neo Experience 0087: Green Divers,Share the Warmth,1.0
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,Code Geass: Hangyaku no Lelouch III - Oudou,1.0
Gunparade Orchestra OVA,Ittekimasu.,1.0
Kanojo wa Dare to demo Sex Suru.,Heartful Maman The Animation,1.0
Kanojo wa Dare to demo Sex Suru.,Nankyoku 28 Gou,1.0
Kanojo wa Dare to demo Sex Suru.,Boku no Yayoi-san,1.0
Kanojo wa Dare to demo Sex Suru.,Saimin☆Gakuen,1.0
Kanojo wa Dare to demo Sex Suru.,Seikatsu Shidou!! Anime Edition,1.0
Kanojo wa Dare to demo Sex Suru.,Pandemic,1.0
Minori Scramble!,Ojamajo Doremi: Honobono Gekijou,1.0
Hello Kitty no Stump Village,Oow: Zhihui Baodian,1.0
Hello Kitty no Stump Village,Menghuan Maomi Wu,1.0
Hello Kitty no Stump Village,Xiao Rui Yu Da Mowang: Shenqi de Mo Pan,1.0
Hello Kitty no Stump Village,Xiao Xiao Huajia Xiong Xiaomi Dongwu Pian,1.0
Hello Kitty no Stump Village,Tan Tan Mao: Qihuan Maxi Tuan,1.0
Hello Kitty no Stump Village,Sanzijing Li De Gushi,1.0
Shinryaku! Ika Musume Specials,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Seton Tankentai! Sumidagawa no Chikai - Omoide no Shiroi Kujira wo Sagase!,1.0
Shinryaku! Ika Musume Specials,Glass no Kamen desu ga to Z Specials,1.0
Menkui!,Green Eyes: Ane Kyun! yori The Animation,1.0
Menkui!,Shoujo-tachi no Sadism The Animation,1.0
Ran->Sem: Hakudaku Delmo Tsuma no Miira Tori,Kekkai,1.0
Muttsuri Dosukebe Tsuyu Gibo Shimai no Honshitsu Minuite Sex Sanmai,Kekkai,1.0
Bitch na Inane-sama,Kekkai,1.0
Bitch na Inane-sama,Yakin Byoutou Ni,1.0
Papa Katsu!,Kekkai,1.0
Downloader,Boku wa Mirai no Soccer Senshu,1.0
Downloader,Kaze Iro no Tonbo,1.0
Downloader,Soshite Kimi wa Tsuki ni Natta,1.0
Downloader,123,1.0
Downloader,Chou Rock The Party,1.0
Downloader,That Is How I Roll!,1.0
Showtime,Boku wa Mirai no Soccer Senshu,1.0
Showtime,Survival of the Illest,1.0
Showtime,Kokoro to Iu Na no Fukakai,1.0
Showtime,"Sekai, Nishihara Shoukai no Sekai! Part 2 Gyaku featuring Crazy Ken Band",1.0
Showtime,Love My Friends,1.0
Welcome to Rainbow Wonderland!,Boku wa Mirai no Soccer Senshu,1.0
Welcome to Rainbow Wonderland!,Kitte no Nai Okurimono,1.0
Welcome to Rainbow Wonderland!,Lip Sync,1.0
Welcome to Rainbow Wonderland!,Kurage,1.0
Welcome to Rainbow Wonderland!,Calendar Reminder,1.0
Welcome to Rainbow Wonderland!,Humming Bird,1.0
Welcome to Rainbow Wonderland!,Hi-DRIVERS!,1.0
Welcome to Rainbow Wonderland!,Banana Chips,1.0
Welcome to Rainbow Wonderland!,Sunflower,1.0
Welcome to Rainbow Wonderland!,Qualia,1.0
Welcome to Rainbow Wonderland!,Yomadoiko,1.0
Welcome to Rainbow Wonderland!,School!!,1.0
Welcome to Rainbow Wonderland!,Baby Tayo Dong-yo 3,1.0
Welcome to Rainbow Wonderland!,Kira Killer,1.0
Welcome to Rainbow Wonderland!,Super Nova Revolu5tar,1.0
Welcome to Rainbow Wonderland!,Your Rhapsody,1.0
Welcome to Rainbow Wonderland!,Shock!,1.0
Welcome to Rainbow Wonderland!,Brand New Day,1.0
Welcome to Rainbow Wonderland!,Tatoeba,1.0
Welcome to Rainbow Wonderland!,Seven Count,1.0
Welcome to Rainbow Wonderland!,Senro wa Tsuzuku yo Dokomademo,1.0
Welcome to Rainbow Wonderland!,Aiue,1.0
Welcome to Rainbow Wonderland!,Plantopia,1.0
Welcome to Rainbow Wonderland!,Good Lucker,1.0
Welcome to Rainbow Wonderland!,Shukufuku,1.0
Welcome to Rainbow Wonderland!,Hyohakusha,1.0
Welcome to Rainbow Wonderland!,Luster,1.0
Welcome to Rainbow Wonderland!,Nee yo na (2022),1.0
Welcome to Rainbow Wonderland!,Sora no Toki,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Boku wa Mirai no Soccer Senshu,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Naisho no Hanashi,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Oppai ga Ippai,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Calendar Reminder,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Itsumo no Egao de,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Pittoshite! Marmalade,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Time Trip wa Ginza nite,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Tenshi no Pants,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Road without Road,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Yomadoiko,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",School!!,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Nee yo na,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Kira Killer,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Seishun Kippu,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Tokugawa Cup Noodle Kinshirei,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Shounen Kaizoku-dan no Uta,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Shinsekai Starter,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Shock!,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Tatoeba,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Melt,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Dainouteki na Rendezvous,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",We Are PAC-MAN!,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Utopia (2022),1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Shakishaki no Tenkousei,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Good Lucker,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Luster,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Tonikaku Nani ka wo Hajimeyou,1.0
"Fire Emblem Heroes: Book V - ""In the Club"" Remix",Baby Tayo Dong-yo 2,1.0
Mela!,Soshite Kimi wa Tsuki ni Natta,1.0
Omoide no Green Grass,Soshite Kimi wa Tsuki ni Natta,1.0
Loveit,Soshite Kimi wa Tsuki ni Natta,1.0
Loveit,Taiyou to Tsuki no Kodomo-tachi (2018),1.0
Inochi wa Dare no Mono,Soshite Kimi wa Tsuki ni Natta,1.0
Inochi wa Dare no Mono,Sumiko no Egao,1.0
Inochi wa Dare no Mono,Papa to Anata no Kageboushi,1.0
Hello Kitty-tachi to Utaou! Kodomo no Uta Best Album: Yume no Hiyoko,Soshite Kimi wa Tsuki ni Natta,1.0
Grasshopper Adventures,Soshite Kimi wa Tsuki ni Natta,1.0
Grasshopper Adventures,Encore,1.0
Grasshopper Adventures,Crystal Sea Ver. 69 (Kay Nakayama Remix),1.0
Shounen Kaizoku-dan no Uta,Soshite Kimi wa Tsuki ni Natta,1.0
Shounen Kaizoku-dan no Uta,"Fire Emblem Heroes: Book V - ""In the Club"" Remix",1.0
Shounen Kaizoku-dan no Uta,Baby Tayo Dong-yo 2,1.0
Billimillion,Soshite Kimi wa Tsuki ni Natta,1.0
Billimillion,Humming Bird,1.0
Ojiichan no Komoriuta,123,1.0
Ojiichan no Komoriuta,Balloon (Music),1.0
Ojiichan no Komoriuta,Naisho no Hanashi,1.0
Ojiichan no Komoriuta,Kazaguruma (1996),1.0
Ojiichan no Komoriuta,Ryuusei Girl,1.0
Ojiichan no Komoriuta,Kaitou Yumenosuke,1.0
Ojiichan no Komoriuta,Dilemma,1.0
Ojiichan no Komoriuta,"Tsunagu, Soramoyou",1.0
Ojiichan no Komoriuta,Neapolitan,1.0
Ojiichan no Komoriuta,Love Letter (Music),1.0
Ojiichan no Komoriuta,Hetchara Heiki no Heihachirou,1.0
Ojiichan no Komoriuta,Oba Ano Omamori,1.0
Ojiichan no Komoriuta,Kesshin Sokudo,1.0
Ojiichan no Komoriuta,Seven Nation Army feat. Chara,1.0
Maid Ane,Cleavage,1.0
J* Fuuzoku Gakuensai,Cleavage,1.0
Kikou Kai Galient OVA,Gravity Daze The Animation: Ouverture,1.0
Kowaku no Toki,Helter Skelter: Hakudaku no Mura,1.0
Chikan no Licence,Helter Skelter: Hakudaku no Mura,1.0
Kagirohi: Shaku Kei - Another,Helter Skelter: Hakudaku no Mura,1.0
Nee Summer!,Hana no Joshi Announcer: Newscaster Etsuko,1.0
Soushisouai Note The Animation,Hana no Joshi Announcer: Newscaster Etsuko,1.0
Shiiku x Kanojo: Tenshi no Kousoku-hen,Hana no Joshi Announcer: Newscaster Etsuko,1.0
Kami nomi zo Shiru Sekai: Nonstop!! Hunters,Bang!Bang!Bang!,1.0
Kami nomi zo Shiru Sekai: Nonstop!! Hunters,Deeper,1.0
Kami nomi zo Shiru Sekai: Nonstop!! Hunters,Tadashii Itsuwari kara no Kishou,1.0
Kami nomi zo Shiru Sekai: Nonstop!! Hunters,Kyoufu no Hiruyasumi,1.0
Kami nomi zo Shiru Sekai: Nonstop!! Hunters,Tejime,1.0
Kami nomi zo Shiru Sekai: Nonstop!! Hunters,Hikari no Akuma,1.0
Kami nomi zo Shiru Sekai: Nonstop!! Hunters,Yakou,1.0
Kami nomi zo Shiru Sekai: Nonstop!! Hunters,Sangenshoku,1.0
Kami nomi zo Shiru Sekai: Nonstop!! Hunters,Aigatari na Itte,1.0
Hakken,Bang!Bang!Bang!,1.0
Hakken,Road without Road,1.0
Hakken,Kimi no Egao,1.0
Hakken,Kako ni Torawareteiru,1.0
Yuu no Mahou,Hikari no Akuma,1.0
Yuu no Mahou,Soratobu Kujira,1.0
Yuu no Mahou,Meryuu,1.0
Yuu no Mahou,Hasta Luego: Sayonara Tsuki no Neko,1.0
Yuu no Mahou,Kimi wa Tennen Shoku,1.0
Yuu no Mahou,Sphere,1.0
Yuu no Mahou,Pop in Q Dance MV,1.0
Yuu no Mahou,Ookina Furudokei (2002),1.0
Yuu no Mahou,HuGoo.n no Hug Hug Song,1.0
Yuu no Mahou,Chunchun World: Ogenki Taisou,1.0
Yuu no Mahou,Happy! Happier! Happiest!,1.0
Yuu no Mahou,Off Stage,1.0
Yuu no Mahou,Aozora,1.0
Yuu no Mahou,Tofu,1.0
Palette,Aigatari na Itte,1.0
21 Seiki,Aigatari na Itte,1.0
21 Seiki,Tonight,1.0
21 Seiki,Hashiri Hajimeta bakari no Kimi ni,1.0
Fake.Fake.Fake,Aigatari na Itte,1.0
Babel Circus,Aigatari na Itte,1.0
Uzattaina,Aigatari na Itte,1.0
Uzattaina,Yomadoiko,1.0
Bremen,Aigatari na Itte,1.0
Bremen,Oto no Symphony,1.0
Ppeonhan Chicken,Aigatari na Itte,1.0
Ppeonhan Chicken,Naisho no Hanashi,1.0
Ppeonhan Chicken,Que Sera Sera Kisoukyoku,1.0
BANZAI! digital trippers,Aigatari na Itte,1.0
BANZAI! digital trippers,Naisho no Hanashi,1.0
BANZAI! digital trippers,Mirai no Hito e,1.0
Unmei no Saikoro,Aigatari na Itte,1.0
Unmei no Saikoro,Yomadoiko,1.0
Kimi dake ga Sushi!!,Aigatari na Itte,1.0
Kimi dake ga Sushi!!,Umo,1.0
Kimi dake ga Sushi!!,Que Sera Sera Kisoukyoku,1.0
Kimi dake ga Sushi!!,Lost,1.0
Kimi dake ga Sushi!!,Hollowness,1.0
Gyakkou,Aigatari na Itte,1.0
Gyakkou,Hello Kitty-tachi to Utaou! Kodomo no Uta: Mary-san no Hitsuji,1.0
Utakata Lullaby,Aigatari na Itte,1.0
Utakata Lullaby,Re:Hello World,1.0
Utakata Lullaby,Seven Count,1.0
Suisei (Music),Aigatari na Itte,1.0
Suisei (Music),"Tsunagu, Soramoyou",1.0
Suisei (Music),Humming Bird,1.0
Go to the Top,Aigatari na Itte,1.0
Go to the Top,Humming Bird,1.0
It's All About You feat. Sirup,Aigatari na Itte,1.0
It's All About You feat. Sirup,My Wish,1.0
It's All About You feat. Sirup,Oto no Symphony,1.0
Journey,Aigatari na Itte,1.0
Journey,Muteki-kyuu*Believer / Mirai Harmony,1.0
Dainouteki na Rendezvous,Aigatari na Itte,1.0
Dainouteki na Rendezvous,"Fire Emblem Heroes: Book V - ""In the Club"" Remix",1.0
Dainouteki na Rendezvous,Kako ni Torawareteiru,1.0
Rat a Tat Writer,Aigatari na Itte,1.0
Rat a Tat Writer,Running in the Dark,1.0
Rat a Tat Writer,Baby Tayo Dong-yo 2,1.0
Be Authentic,Aigatari na Itte,1.0
Be Authentic,THE POLiCY,1.0
Be Authentic,Akai Fuusen,1.0
Be Authentic,Te wo Tsunaide Arukou,1.0
Be Authentic,Running in the Dark,1.0
Be Authentic,Hello Kitty-tachi to Utaou! Kodomo no Uta: Mary-san no Hitsuji,1.0
Be Authentic,Baby Tayo Dong-yo 2,1.0
Houkago Nyannyan,Nerawareta Megami Tenshi Angeltia: Mamotta Ningen-tachi ni Uragirarete,1.0
Houkago Nyannyan,Aibeya The Animation,1.0
Junjou Shoujo Et Cetera,Aibeya The Animation,1.0
Junjou Shoujo Et Cetera,Lovely ♡,1.0
Junjou Shoujo Et Cetera,Shoujo kara Shoujo e...,1.0
Swing Out Sisters,Imouto Paradise! 3 The Animation,1.0
Swing Out Sisters,Daisuki na Mama,1.0
Swing Out Sisters,Oyasumi Sex,1.0
Mokkai Shiyo?,Imouto Paradise! 3 The Animation,1.0
Ai wa KAT-TUN,Hana no Zundamaru,1.0
Tsuki no Sango,Kan Wu Fengjing,1.0
Tsuki no Sango,Maki to Kanta to Jiijii to.,1.0
Bishoujo Animerama: Miyuki-chan SOS-H Shichauzo,Kanin Tokkyuu Michishio,1.0
Tsuma Netori: Ryoujoku Rinne,Kanin Tokkyuu Michishio,1.0
Ijirare: Fukushuu Saimin,Kanin Tokkyuu Michishio,1.0
Henshin Gattai! 5 tsu no Atsuki Tamashii,Shiroi Michi,1.0
Momotarou (Music),Shiroi Michi,1.0
Clock Lock Works,Shiroi Michi,1.0
Clock Lock Works,Sumiko no Egao,1.0
Session High⤴,Shiroi Michi,1.0
Konchuu Ninja,Shiroi Michi,1.0
Ohayou no Uta,Shiroi Michi,1.0
Ohayou no Uta,Daybreak Interlude,1.0
Swap,Shiroi Michi,1.0
Swap,Hakkoutai Solar Cycle,1.0
Swap,Umeboshi Jinsei,1.0
Swap,Kappa no Kui Kuo Kua,1.0
Swap,Glory or Dust,1.0
Swap,Umiyuri Kaiteitan,1.0
Swap,Haru Matsu Waltz,1.0
Swap,Ame no Chi Special,1.0
Swap,Paprika (Music),1.0
Swap,Hanasaka Nyanko,1.0
Swap,I Wanna Be Free,1.0
Swap,Shisouhan,1.0
Swap,Day by Day,1.0
Swap,Uta no Uta,1.0
Issei Kiyuukyoku: Divertimento,Shiroi Michi,1.0
Issei Kiyuukyoku: Divertimento,Tooi Sora,1.0
Issei Kiyuukyoku: Divertimento,Kotatsu Musume de Teketekete,1.0
Issei Kiyuukyoku: Divertimento,Last Live,1.0
Issei Kiyuukyoku: Divertimento,1000-mankai Hug Nanda,1.0
Issei Kiyuukyoku: Divertimento,Teleport,1.0
Issei Kiyuukyoku: Divertimento,Kruel Kreator,1.0
Issei Kiyuukyoku: Divertimento,Motto ne!,1.0
Issei Kiyuukyoku: Divertimento,Mr. Fixer,1.0
Issei Kiyuukyoku: Divertimento,Dizzy Dizzy,1.0
Issei Kiyuukyoku: Divertimento,Kono Machi ni Hare wa Konai,1.0
Issei Kiyuukyoku: Divertimento,Nee yo na,1.0
Issei Kiyuukyoku: Divertimento,Crazy Roulette,1.0
Pokke,Shiroi Michi,1.0
Sore wo Ai to Yobu dake,Shiroi Michi,1.0
Daisan no Shinzou,Shiroi Michi,1.0
Daisan no Shinzou,Hang Out!,1.0
Daisan no Shinzou,Happy! Happier! Happiest!,1.0
Daisan no Shinzou,Memento Mori,1.0
Daisan no Shinzou,Dero,1.0
Daisan no Shinzou,Yummy Yummy Yummy,1.0
Daisan no Shinzou,Tape,1.0
Daisan no Shinzou,Kono Machi ni Hare wa Konai,1.0
Daisan no Shinzou,Higashi no Shima ni Kobuta ga Ita,1.0
Daisan no Shinzou,Gekka Bijin (Music),1.0
Daisan no Shinzou,Let's End the World,1.0
Daisan no Shinzou,Zanki,1.0
Daisan no Shinzou,Brave,1.0
Daisan no Shinzou,Shake it up 'n' go: Shakitto! Corn no Uta,1.0
Daisan no Shinzou,Running in the Dark,1.0
Daisan no Shinzou,Steel Wonder,1.0
Daisan no Shinzou,Yakeni in the Rain,1.0
Daisan no Shinzou,Akashi,1.0
Daisan no Shinzou,Musician,1.0
Daisan no Shinzou,Nani Yatte mo Umaku Ikanai feat. asmi,1.0
Daisan no Shinzou,Starry Regrets,1.0
Taikutsu wo Saien Shinaide,Shiroi Michi,1.0
Natsu wa Kinu,Shiroi Michi,1.0
Cornelis,Nani ga Dekiru ka na,1.0
Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,Tales of HR,1.0
Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,Robber's Company,1.0
The Four Seasons,Buonomo,1.0
The Four Seasons,Shouhu Lian Meng ROY6: Senlin Li de Minini,1.0
Shanshui Qing,Lu Bian Xin Shi,1.0
Shanshui Qing,Ding Ding Zhan Hou Wang,1.0
Shanshui Qing,Tsuki no Miya no Oujo-sama,1.0
Shanshui Qing,Kaeru wa Kaeru,1.0
Dai Xiang De Gong Jian,Lu Bian Xin Shi,1.0
Jin Se De Da Yan,Lu Bian Xin Shi,1.0
Huli Song Putao,Lu Bian Xin Shi,1.0
Detective Conan Manner Movie,Lu Bian Xin Shi,1.0
Detective Conan Manner Movie,Warau Tsuki,1.0
Fashion no Hajimari,Chuanyue Shihun De Lilian,1.0
Fashion no Hajimari,Cha A Er Zhong,1.0
Fashion no Hajimari,Zannen Onna Kanbu Black General-san,1.0
Fashion no Hajimari,Tu Bian Ying Xiong Leaf,1.0
Queen's Blade: Rebellion Specials,Seikon no Qwaser Picture Drama,1.0
Milky Gal: Cats Ai,Honoo no Haramase Doukyuusei,1.0
"Aniki no Yome-san nara, Ore ni Hamerarete Hiihii Itteru Tokoro da yo",Honoo no Haramase Doukyuusei,1.0
Chicchana Onaka,Honoo no Haramase Doukyuusei,1.0
Chicchana Onaka,Hitou Meguri Kakure Yu,1.0
Thermae Romae x LOFT Collaboration,Nintama Rantarou: Dokutake Onsen no Dan,1.0
Thermae Romae x LOFT Collaboration,Chikasugi Idol Akae-chan Specials,1.0
Thermae Romae: Kodai Romajin ga Uchuu e,Miko no Tsutome!,1.0
Thermae Romae: Kodai Romajin ga Uchuu e,Go! Go! Tokyo MER: Kinkyuujitai to Tatakau Nakama-tachi,1.0
Thermae Romae: Kodai Romajin ga Uchuu e,Shiguang Zhaoxiangguan de Richang,1.0
Thermae Romae: Kodai Romajin ga Uchuu e,"Huang Doujun Tebie Ban: ""Wang Buliao""",1.0
Thermae Romae: Kodai Romajin ga Uchuu e,Ludou Wa: Gongyi Xilie,1.0
Thermae Romae: Kodai Romajin ga Uchuu e,His Lipstick,1.0
Thermae Romae: Kodai Romajin ga Uchuu e,Ple Ple Pleiades Special Edition,1.0
Thermae Romae: Kodai Romajin ga Uchuu e,Kana Kana Kazoku: Shinnen no Goaisatsu,1.0
Ponkotsuland Saga,Go! Go! Tokyo MER: Kinkyuujitai to Tatakau Nakama-tachi,1.0
Ponkotsuland Saga,Na Nian Na Tu Naxie Shi Er 5th Season,1.0
Ponkotsuland Saga,Shushu Buxing Niao,1.0
Ponkotsuland Saga,BanG Dream! Garupa☆Pico Fever!,1.0
Ohiru no Shocker-san,"Huang Doujun Tebie Ban: ""Wang Buliao""",1.0
"Kanojo, Okarishimasu Petit 2nd Season","Huang Doujun Tebie Ban: ""Wang Buliao""",1.0
"Kanojo, Okarishimasu Petit 2nd Season",Hamidashi CoroCoro,1.0
"Kanojo, Okarishimasu Petit 2nd Season",Yangguang Kafei Ting Zhi Xin You Ji,1.0
Guan Miao Shenmeshi,"Huang Doujun Tebie Ban: ""Wang Buliao""",1.0
Bai Gui Youeryuan 2nd Season,Ludou Wa: Gongyi Xilie,1.0
Bai Gui Youeryuan 2nd Season,Hisui Kobanashi,1.0
Bai Gui Youeryuan 2nd Season,Closure no Kimitsu File,1.0
Bai Gui Youeryuan 2nd Season,Rich Keikan Cash!,1.0
Bai Gui Youeryuan 2nd Season,Tsubuyaki-tai × Otona no I,1.0
Bai Gui Youeryuan 2nd Season,Chiyuki no Fashion Check,1.0
Ginga Hyouryuu Vifam: Chicago Super Police 13,Yuu☆Yuu☆Hakusho Picture Drama,1.0
Papa Love: Papa to Icha Ero Shitai Musume-tachi to Hitotsu Yane no Shita de,Mi-da-ra,1.0
White Blue,Mi-da-ra,1.0
Roboteuwang Sseonsyakeu,Vexille: 2077 Nihon Sakoku,1.0
Spy Penguin,Diabolik Lovers OVA,1.0
Spy Penguin,Milk House Dreaming: Ai no Shiki,1.0
Spy Penguin,Nenbutsu Monogatari,1.0
Tsuki no Miya no Oujo-sama,Shanshui Qing,1.0
Kaeru wa Kaeru,Shanshui Qing,1.0
Lu Bian Xin Shi,Shanshui Qing,1.0
Lu Bian Xin Shi,Detective Conan Manner Movie,1.0
Lu Bian Xin Shi,Dai Xiang De Gong Jian,1.0
Lu Bian Xin Shi,Huli Song Putao,1.0
Lu Bian Xin Shi,Jin Se De Da Yan,1.0
Ding Ding Zhan Hou Wang,Shanshui Qing,1.0
Kyousou Giga (2012),Sol Levante,1.0
Unsweet: Netorare Ochita Onna-tachi,Suketto Sanjou!! The Animation,1.0
Tell Your World,Kitte no Nai Okurimono,1.0
Gravity,Kitte no Nai Okurimono,1.0
Gravity,Sumiko no Egao,1.0
Moufu no Hi,Kitte no Nai Okurimono,1.0
Chiisana Tegami,Kitte no Nai Okurimono,1.0
Biju Tune!,Kitte no Nai Okurimono,1.0
Shampoo no Nioi ga Shita,Kitte no Nai Okurimono,1.0
WiSH VOYAGE,Kitte no Nai Okurimono,1.0
Study,Kitte no Nai Okurimono,1.0
Urochoro,Kitte no Nai Okurimono,1.0
Otousan,Kitte no Nai Okurimono,1.0
Otousan,Tonight,1.0
Otousan,Akai Fuusen,1.0
Otousan,Hello Kitty-tachi to Utaou! Kodomo no Uta: Mary-san no Hitsuji,1.0
Otousan,Baby Tayo Dong-yo 2,1.0
Pokemon: Pikachu to Eievui Friends,The Snack World: Hitogirai no Renny,1.0
Hwang-geum-ui Pal,Hoshino-kun no Ni Rui-da,1.0
Cowboy Bebop: Ein no Natsuyasumi,Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Kimetsu no Utage Tokubetsu-hen,1.0
Cowboy Bebop: Ein no Natsuyasumi,Love Live! μ's Go→Go! LoveLive! 2015: Dream Sensation!,1.0
Cowboy Bebop: Ein no Natsuyasumi,Free! Dive to the Future - Soushun no Build-up!,1.0
Sore Ike! Anpanman: Roll to Laura Ukigumojou no Himitsu,Sore Ike! Anpanman: Hiya Hiya Hiyariko to Babu Babu Baikinman,1.0
Jungle Wars,Shika to Kanta,1.0
Bad Badtz-Maru no Ore no Pochi wa Sekaiichi,Muku no Ki no Hanashi,1.0
Bad Badtz-Maru no Ore no Pochi wa Sekaiichi,Chaoji Youeryuan,1.0
Ryou Seibai!: Gakuen Bishoujo Seisai Hiroku,Nankyoku 28 Gou,1.0
Mankitsu Happening,Nankyoku 28 Gou,1.0
Succubus Stayed Life The Animation,Nankyoku 28 Gou,1.0
Akane wa Tsumare Somerareru,Nankyoku 28 Gou,1.0
Erementar Gerad: Aozora no Senki,Mikage Nikki,1.0
Erementar Gerad: Aozora no Senki,Papa no March,1.0
Erementar Gerad: Aozora no Senki,Flamingo Waltz,1.0
Erementar Gerad: Aozora no Senki,Kando≠Reduction,1.0
Erementar Gerad: Aozora no Senki,Wonder,1.0
Erementar Gerad: Aozora no Senki,Lip Sync,1.0
Erementar Gerad: Aozora no Senki,Ganso Banana no Tamashii,1.0
Felicia,Mikage Nikki,1.0
Felicia,Mahou no Uta,1.0
Felicia,Humming Bird,1.0
Felicia,Jakusha no Sengen,1.0
Felicia,Onomatopoeia Rap: Natsu Asobi-hen,1.0
Felicia,Nezumi Scheme,1.0
Felicia,TOMORROW EViDENCE,1.0
Felicia,Kurayami,1.0
Felicia,Ai wo Kite,1.0
Felicia,From Tokyo,1.0
Felicia,Baby Tayo Dong-yo 3,1.0
Felicia,Koumori Bat wa Good na Shinshi,1.0
Felicia,Yaranakya Ikenai Koto Bakari,1.0
Felicia,Super Nova Revolu5tar,1.0
Felicia,Seishun Kippu,1.0
Felicia,Kokoro to Iu Na no Fukakai,1.0
Felicia,Kawa wa Dare no Mono?,1.0
Felicia,Kako ni Torawareteiru,1.0
Felicia,DeDeDe,1.0
Felicia,Love My Friends,1.0
Felicia,Yakeni in the Rain,1.0
Felicia,Starry Regrets,1.0
Felicia,Ad Meliora,1.0
Felicia,Gekkou,1.0
Felicia,Seven Count,1.0
Felicia,Itowanai feat. Miyu Tomita ＆ Kana Ichinose,1.0
Felicia,Kotoba Uta,1.0
Felicia,Anata Yuzuri,1.0
Felicia,Universe (2016),1.0
Felicia,We Are PAC-MAN!,1.0
Felicia,Role-Playing Game,1.0
Heat Meat Up: Kokusan Sengen,Lip Sync,1.0
Heat Meat Up: Kokusan Sengen,Umi Yori Fukai Sora no Shita,1.0
Heat Meat Up: Kokusan Sengen,Aki Monogatari,1.0
Heat Meat Up: Kokusan Sengen,Beelzebuz,1.0
Heat Meat Up: Kokusan Sengen,Diamond City,1.0
Heat Meat Up: Kokusan Sengen,Baka ja Nai no ni,1.0
Heat Meat Up: Kokusan Sengen,Haita,1.0
Heat Meat Up: Kokusan Sengen,Liella no Uta 2,1.0
Heat Meat Up: Kokusan Sengen,Yurikago no Uta,1.0
Heat Meat Up: Kokusan Sengen,Obentou Bako no Uta: Anata e no Otegami,1.0
Heat Meat Up: Kokusan Sengen,Oki ni Mesu mama,1.0
Heat Meat Up: Kokusan Sengen,From A to Z,1.0
Hello Kitty no London ni Orita Uchuujin,Afghanistan Paghman-mura no Monogatari: Boku no Mura ni Circus ga Kita,1.0
Hello Kitty no London ni Orita Uchuujin,Nintama Rantarou no Jitensha Anzen Kyoushitsu,1.0
Seiyuu Deka,Go! Saitama,1.0
"Boku no Imouto wa ""Osaka Okan"": Uchi no Oniichan wa Tokyo Rule",Aruhi no Clamp Gakuen Tanteidan,1.0
Urashimasakatasen no Nichijou Special,Aruhi no Clamp Gakuen Tanteidan,1.0
Judo-bu Monogatari,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,1.0
Gintama x Mameshiba,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu vs. Nakimushi Idol!? Nihon 1-shuu Dai Sugoroku Game!!,1.0
Gintama x Mameshiba,Shin Gakki da yo! Waccha PriMagi! Gakuen,1.0
Oyako Rankan The Animation,Master Piece The Animation,1.0
